datetime,targetLatency,sourceLatency
2017-12-03T12:21:21,51,60
2017-12-03T12:21:51,51,90
2017-12-03T12:22:21,51,20
2017-12-03T12:22:51,51,50
2017-12-03T12:23:21,51,80
2017-12-03T12:23:51,51,10
2017-12-03T12:24:21,51,40
2017-12-03T12:24:51,51,70
2017-12-03T12:25:21,51,00
2017-12-03T12:25:51,51,30
2017-12-03T12:26:21,51,60
2017-12-03T12:26:51,51,90
2017-12-03T12:27:21,51,20
2017-12-03T12:27:51,51,50
2017-12-03T12:28:21,51,80
2017-12-03T12:28:51,51,10
2017-12-03T12:29:21,51,40
2017-12-03T12:29:51,51,70
2017-12-03T12:30:21,51,00
2017-12-03T12:30:51,51,30
2017-12-03T12:31:21,51,60
2017-12-03T12:31:51,51,90
2017-12-03T12:32:21,51,20
2017-12-03T12:32:51,51,50
2017-12-03T12:33:21,51,80
2017-12-03T12:33:51,51,10
2017-12-03T12:34:21,51,40
2017-12-03T12:34:51,51,70
2017-12-03T12:35:21,51,00
2017-12-03T12:35:51,51,30
2017-12-03T12:36:21,51,60
2017-12-03T12:36:51,51,90
2017-12-03T12:37:21,51,20
2017-12-03T12:37:51,51,50
2017-12-03T12:38:21,51,80
2017-12-03T12:38:51,51,10
2017-12-03T12:39:21,51,40
2017-12-03T12:39:51,51,70
2017-12-03T12:40:21,51,00
2017-12-03T12:40:51,51,30
2017-12-03T12:41:21,51,60
2017-12-03T12:41:51,51,90
2017-12-03T12:42:21,51,20
2017-12-03T12:42:51,51,50
2017-12-03T12:43:21,51,80
2017-12-03T12:43:51,51,10
2017-12-03T12:44:21,51,40
2017-12-03T12:44:51,51,70
2017-12-03T12:45:21,51,00
2017-12-03T12:45:51,51,30
2017-12-03T12:46:21,51,60
2017-12-03T12:46:51,51,90
2017-12-03T12:47:21,51,20
2017-12-03T12:47:51,51,50
2017-12-03T12:48:21,51,80
2017-12-03T12:48:51,51,10
2017-12-03T12:49:21,51,40
2017-12-03T12:49:51,51,70
2017-12-03T12:50:21,51,00
2017-12-03T12:50:51,51,30
2017-12-03T12:51:21,51,60
2017-12-03T12:51:51,51,90
2017-12-03T12:52:21,51,20
2017-12-03T12:52:51,51,50
2017-12-03T12:53:21,51,80
2017-12-03T12:53:51,51,10
2017-12-03T12:54:21,51,40
2017-12-03T12:54:51,51,70
2017-12-03T12:55:21,51,00
2017-12-03T12:55:51,51,30
2017-12-03T12:56:21,51,60
2017-12-03T12:56:51,51,90
2017-12-03T12:57:21,51,20
2017-12-03T12:57:51,51,50
2017-12-03T12:58:21,51,80
2017-12-03T12:58:51,51,10
2017-12-03T12:59:21,51,40
2017-12-03T12:59:51,51,70
2017-12-03T13:00:21,51,00
2017-12-03T13:00:51,51,30
2017-12-03T13:01:21,51,60
2017-12-03T13:01:51,51,90
2017-12-03T13:02:21,51,20
2017-12-03T13:02:51,51,50
2017-12-03T13:03:21,51,80
2017-12-03T13:03:51,51,10
2017-12-03T13:04:21,51,40
2017-12-03T13:04:51,51,70
2017-12-03T13:05:21,51,00
2017-12-03T13:05:51,51,30
2017-12-03T13:06:21,51,60
2017-12-03T13:06:51,51,90
2017-12-03T13:07:21,51,20
2017-12-03T13:07:51,51,50
2017-12-03T13:08:21,51,80
2017-12-03T13:08:51,51,10
2017-12-03T13:09:21,51,40
2017-12-03T13:09:51,51,70
2017-12-03T13:10:21,51,00
2017-12-03T13:10:51,51,30
2017-12-03T13:11:21,51,60
2017-12-03T13:11:51,51,90
2017-12-03T13:12:21,51,20
2017-12-03T13:12:51,51,50
2017-12-03T13:13:21,51,80
2017-12-03T13:13:51,51,10
2017-12-03T13:14:21,51,40
2017-12-03T13:14:51,51,70
2017-12-03T13:15:21,51,00
2017-12-03T13:15:51,51,30
2017-12-03T13:16:21,51,60
2017-12-03T13:16:51,51,90
2017-12-03T13:17:21,51,20
2017-12-03T13:17:51,51,50
2017-12-03T13:18:21,51,80
2017-12-03T13:18:51,51,10
2017-12-03T13:19:21,51,40
2017-12-03T13:19:51,51,70
2017-12-03T13:20:21,51,00
2017-12-03T13:20:51,51,30
2017-12-03T13:21:21,51,60
2017-12-03T13:21:51,51,90
2017-12-03T13:22:21,51,20
2017-12-03T13:22:51,51,50
2017-12-03T13:23:21,51,80
2017-12-03T13:23:51,51,10
2017-12-03T13:24:21,51,40
2017-12-03T13:24:51,51,70
2017-12-03T13:25:21,51,00
2017-12-03T13:25:51,51,30
2017-12-03T13:26:21,51,60
2017-12-03T13:26:51,51,90
2017-12-03T13:27:21,51,20
2017-12-03T13:27:51,51,50
2017-12-03T13:28:21,51,80
2017-12-03T13:28:51,51,10
2017-12-03T13:29:21,51,40
2017-12-03T13:29:51,51,70
2017-12-03T13:30:21,51,00
2017-12-03T13:30:51,51,30
2017-12-03T13:31:21,51,60
2017-12-03T13:31:51,51,90
2017-12-03T13:32:21,51,20
2017-12-03T13:32:51,51,50
2017-12-03T13:33:21,51,80
2017-12-03T13:33:51,51,10
2017-12-03T13:34:21,51,40
2017-12-03T13:34:51,51,70
2017-12-03T13:35:21,51,00
2017-12-03T13:35:51,51,30
2017-12-03T13:36:21,51,60
2017-12-03T13:36:51,51,90
2017-12-03T13:37:21,51,20
2017-12-03T13:37:51,51,50
2017-12-03T13:38:21,51,80
2017-12-03T13:38:51,51,10
2017-12-03T13:39:21,51,40
2017-12-03T13:39:51,51,70
2017-12-03T13:40:21,51,00
2017-12-03T13:40:51,51,30
2017-12-03T13:41:21,51,60
2017-12-03T13:41:51,51,90
2017-12-03T13:42:21,51,20
2017-12-03T13:42:51,51,50
2017-12-03T13:43:21,51,80
2017-12-03T13:43:51,51,10
2017-12-03T13:44:21,51,40
2017-12-03T13:44:51,51,70
2017-12-03T13:45:21,51,00
2017-12-03T13:45:51,51,30
2017-12-03T13:46:21,51,60
2017-12-03T13:46:51,51,90
2017-12-03T13:47:21,51,20
2017-12-03T13:47:51,51,50
2017-12-03T13:48:21,51,80
2017-12-03T13:48:51,51,10
2017-12-03T13:49:21,51,40
2017-12-03T13:49:51,51,70
2017-12-03T13:50:21,51,00
2017-12-03T13:50:51,51,30
2017-12-03T13:51:21,51,60
2017-12-03T13:51:51,51,90
2017-12-03T13:52:21,51,20
2017-12-03T13:52:51,51,50
2017-12-03T13:53:21,51,80
2017-12-03T13:53:51,51,10
2017-12-03T13:54:21,51,40
2017-12-03T13:54:51,51,70
2017-12-03T13:55:21,51,00
2017-12-03T13:55:51,51,30
2017-12-03T13:56:21,51,60
2017-12-03T13:56:51,51,90
2017-12-03T13:57:21,51,20
2017-12-03T13:57:51,51,50
2017-12-03T13:58:21,51,80
2017-12-03T13:58:51,51,10
2017-12-03T13:59:21,51,40
2017-12-03T13:59:51,51,70
2017-12-03T14:00:21,51,00
2017-12-03T14:00:51,51,30
2017-12-03T14:01:21,51,60
2017-12-03T14:01:51,51,90
2017-12-03T14:02:21,51,20
2017-12-03T14:02:51,51,50
2017-12-03T14:03:21,51,80
2017-12-03T14:03:51,51,10
2017-12-03T14:04:21,51,40
2017-12-03T14:04:51,51,70
2017-12-03T14:05:21,51,00
2017-12-03T14:05:51,51,30
2017-12-03T14:06:21,51,60
2017-12-03T14:06:51,51,90
2017-12-03T14:07:21,51,20
2017-12-03T14:07:51,51,50
2017-12-03T14:08:21,51,80
2017-12-03T14:08:51,51,10
2017-12-03T14:09:21,51,40
2017-12-03T14:09:51,51,70
2017-12-03T14:10:21,51,00
2017-12-03T14:10:51,51,30
2017-12-03T14:11:21,51,60
2017-12-03T14:11:51,51,90
2017-12-03T14:12:21,51,20
2017-12-03T14:12:51,51,50
2017-12-03T14:13:21,51,80
2017-12-03T14:13:51,51,10
2017-12-03T14:14:21,51,40
2017-12-03T14:14:51,51,70
2017-12-03T14:15:21,51,00
2017-12-03T14:15:51,51,30
2017-12-03T14:16:21,51,60
2017-12-03T14:16:51,51,90
2017-12-03T14:17:21,51,20
2017-12-03T14:17:51,51,50
2017-12-03T14:18:21,51,80
2017-12-03T14:18:51,51,10
2017-12-03T14:19:21,51,40
2017-12-03T14:19:51,51,70
2017-12-03T14:20:21,51,00
2017-12-03T14:20:51,51,30
2017-12-03T14:21:21,51,60
2017-12-03T14:21:51,51,90
2017-12-03T14:22:21,51,20
2017-12-03T14:22:51,51,50
2017-12-03T14:23:21,51,80
2017-12-03T14:23:51,51,10
2017-12-03T14:24:21,51,40
2017-12-03T14:24:51,51,70
2017-12-03T14:25:21,51,00
2017-12-03T14:25:51,51,30
2017-12-03T14:26:21,51,60
2017-12-03T14:26:51,51,90
2017-12-03T14:27:21,51,21
2017-12-03T14:27:51,51,51
2017-12-03T14:28:21,51,81
2017-12-03T14:28:51,51,11
2017-12-03T14:29:21,51,41
2017-12-03T14:29:51,51,71
2017-12-03T14:30:21,51,01
2017-12-03T14:30:51,51,31
2017-12-03T14:31:21,51,61
2017-12-03T14:31:51,51,91
2017-12-03T14:32:21,51,21
2017-12-03T14:32:51,51,51
2017-12-03T14:33:21,51,81
2017-12-03T14:33:51,51,11
2017-12-03T14:34:21,51,41
2017-12-03T14:34:51,51,71
2017-12-03T14:35:21,51,01
2017-12-03T14:35:51,51,31
2017-12-03T14:36:21,51,61
2017-12-03T14:36:51,51,91
2017-12-03T14:37:21,51,21
2017-12-03T14:37:51,51,51
2017-12-03T14:38:21,51,81
2017-12-03T14:38:51,51,11
2017-12-03T14:39:21,51,41
2017-12-03T14:39:51,51,71
2017-12-03T14:40:21,51,01
2017-12-03T14:40:51,51,31
2017-12-03T14:41:21,51,61
2017-12-03T14:41:51,51,91
2017-12-03T14:42:21,51,21
2017-12-03T14:42:51,51,51
2017-12-03T14:43:21,51,81
2017-12-03T14:43:51,51,11
2017-12-03T14:44:21,51,41
2017-12-03T14:44:51,51,71
2017-12-03T14:45:21,51,01
2017-12-03T14:45:51,51,31
2017-12-03T14:46:21,51,61
2017-12-03T14:46:51,51,91
2017-12-03T14:47:21,51,21
2017-12-03T14:47:51,51,51
2017-12-03T14:48:21,51,81
2017-12-03T14:48:51,51,11
2017-12-03T14:49:21,51,41
2017-12-03T14:49:51,51,71
2017-12-03T14:50:21,51,01
2017-12-03T14:50:51,51,31
2017-12-03T14:51:21,51,61
2017-12-03T14:51:51,51,91
2017-12-03T14:52:21,51,21
2017-12-03T14:52:51,51,51
2017-12-03T14:53:21,51,81
2017-12-03T14:53:51,51,11
2017-12-03T14:54:21,51,41
2017-12-03T14:54:51,51,71
2017-12-03T14:55:21,51,01
2017-12-03T14:55:51,51,31
2017-12-03T14:56:21,51,61
2017-12-03T14:56:51,51,91
2017-12-03T14:57:21,51,21
2017-12-03T14:57:51,51,51
2017-12-03T14:58:21,51,81
2017-12-03T14:58:51,51,11
2017-12-03T14:59:21,51,41
2017-12-03T14:59:51,51,71
2017-12-03T15:00:21,51,01
2017-12-03T15:00:51,51,31
2017-12-03T15:01:21,51,61
2017-12-03T15:01:51,51,91
2017-12-03T15:02:21,51,21
2017-12-03T15:02:52,51,51
2017-12-03T15:03:22,51,81
2017-12-03T15:03:52,51,11
2017-12-03T15:04:22,51,41
2017-12-03T15:04:52,51,71
2017-12-03T15:05:22,51,01
2017-12-03T15:05:52,51,31
2017-12-03T15:06:22,51,61
2017-12-03T15:06:52,51,91
2017-12-03T15:07:22,51,21
2017-12-03T15:07:52,51,51
2017-12-03T15:08:22,51,81
2017-12-03T15:08:52,51,11
2017-12-03T15:09:22,51,41
2017-12-03T15:09:52,51,71
2017-12-03T15:10:22,51,01
2017-12-03T15:10:52,51,31
2017-12-03T15:11:22,51,61
2017-12-03T15:11:52,51,91
2017-12-03T15:12:22,51,21
2017-12-03T15:12:52,51,51
2017-12-03T15:13:22,51,81
2017-12-03T15:13:52,51,11
2017-12-03T15:14:22,51,41
2017-12-03T15:14:52,51,71
2017-12-03T15:15:22,51,01
2017-12-03T15:15:52,51,31
2017-12-03T15:16:22,51,61
2017-12-03T15:16:52,51,91
2017-12-03T15:17:22,51,21
2017-12-03T15:17:52,51,51
2017-12-03T15:18:22,51,81
2017-12-03T15:18:52,51,11
2017-12-03T15:19:22,51,41
2017-12-03T15:19:52,51,71
2017-12-03T15:20:22,51,01
2017-12-03T15:20:52,51,31
2017-12-03T15:21:22,51,61
2017-12-03T15:21:52,51,91
2017-12-03T15:22:22,51,21
2017-12-03T15:22:52,51,51
2017-12-03T15:23:22,51,81
2017-12-03T15:23:52,51,11
2017-12-03T15:24:22,51,41
2017-12-03T15:24:52,51,71
2017-12-03T15:25:22,51,01
2017-12-03T15:25:52,51,31
2017-12-03T15:26:22,51,61
2017-12-03T15:26:52,51,91
2017-12-03T15:27:22,51,21
2017-12-03T15:27:52,51,51
2017-12-03T15:28:22,51,81
2017-12-03T15:28:52,51,11
2017-12-03T15:29:22,51,41
2017-12-03T15:29:52,51,71
2017-12-03T15:30:22,51,01
2017-12-03T15:30:52,51,31
2017-12-03T15:31:22,51,61
2017-12-03T15:31:52,51,91
2017-12-03T15:32:22,51,21
2017-12-03T15:32:52,51,51
2017-12-03T15:33:22,51,81
2017-12-03T15:33:52,51,11
2017-12-03T15:34:22,51,41
2017-12-03T15:34:52,51,71
2017-12-03T15:35:22,51,01
2017-12-03T15:35:52,51,31
2017-12-03T15:36:22,51,61
2017-12-03T15:36:52,51,91
2017-12-03T15:37:22,51,21
2017-12-03T15:37:52,51,51
2017-12-03T15:38:22,51,81
2017-12-03T15:38:52,51,11
2017-12-03T15:39:22,51,41
2017-12-03T15:39:52,51,71
2017-12-03T15:40:22,51,01
2017-12-03T15:40:52,51,31
2017-12-03T15:41:22,51,61
2017-12-03T15:41:52,51,91
2017-12-03T15:42:22,51,21
2017-12-03T15:42:52,51,51
2017-12-03T15:43:22,51,81
2017-12-03T15:43:52,51,11
2017-12-03T15:44:22,51,41
2017-12-03T15:44:52,51,71
2017-12-03T15:45:22,51,01
2017-12-03T15:45:52,51,31
2017-12-03T15:46:22,51,61
2017-12-03T15:46:52,51,91
2017-12-03T15:47:22,51,21
2017-12-03T15:47:52,51,51
2017-12-03T15:48:22,51,81
2017-12-03T15:48:52,51,11
2017-12-03T15:49:22,51,41
2017-12-03T15:49:52,51,71
2017-12-03T15:50:22,51,01
2017-12-03T15:50:52,51,31
2017-12-03T15:51:22,51,61
2017-12-03T15:51:52,51,91
2017-12-03T15:52:22,51,21
2017-12-03T15:52:52,51,51
2017-12-03T15:53:22,51,81
2017-12-03T15:53:52,51,11
2017-12-03T15:54:22,51,41
2017-12-03T15:54:52,51,71
2017-12-03T15:55:22,51,01
2017-12-03T15:55:52,51,31
2017-12-03T15:56:22,51,61
2017-12-03T15:56:52,51,91
2017-12-03T15:57:22,51,21
2017-12-03T15:57:52,51,51
2017-12-03T15:58:22,51,81
2017-12-03T15:58:52,51,11
2017-12-03T15:59:22,51,41
2017-12-03T15:59:52,51,71
2017-12-03T16:00:22,51,01
2017-12-03T16:00:52,51,31
2017-12-03T16:01:22,51,61
2017-12-03T16:01:52,51,91
2017-12-03T16:02:22,51,21
2017-12-03T16:02:52,51,51
2017-12-03T16:03:22,51,81
2017-12-03T16:03:52,51,11
2017-12-03T16:04:22,51,41
2017-12-03T16:04:52,51,71
2017-12-03T16:05:22,51,01
2017-12-03T16:05:52,51,31
2017-12-03T16:06:22,51,61
2017-12-03T16:06:52,51,91
2017-12-03T16:07:22,51,21
2017-12-03T16:07:52,51,51
2017-12-03T16:08:22,51,81
2017-12-03T16:08:52,51,11
2017-12-03T16:09:22,51,41
2017-12-03T16:09:52,51,71
2017-12-03T16:10:22,51,01
2017-12-03T16:10:52,51,31
2017-12-03T16:11:22,51,61
2017-12-03T16:11:52,51,91
2017-12-03T16:12:22,51,21
2017-12-03T16:12:52,51,51
2017-12-03T16:13:22,51,81
2017-12-03T16:13:52,51,11
2017-12-03T16:14:22,51,41
2017-12-03T16:14:52,51,71
2017-12-03T16:15:22,51,01
2017-12-03T16:15:52,51,31
2017-12-03T16:16:22,51,61
2017-12-03T16:16:52,51,91
2017-12-03T16:17:22,51,21
2017-12-03T16:17:52,51,51
2017-12-03T16:18:22,51,81
2017-12-03T16:18:52,51,11
2017-12-03T16:19:22,51,41
2017-12-03T16:19:52,51,71
2017-12-03T16:20:22,51,01
2017-12-03T16:20:52,51,31
2017-12-03T16:21:22,51,61
2017-12-03T16:21:52,51,91
2017-12-03T16:22:22,51,21
2017-12-03T16:22:52,51,51
2017-12-03T16:23:22,51,81
2017-12-03T16:23:52,51,11
2017-12-03T16:24:22,51,41
2017-12-03T16:24:52,51,71
2017-12-03T16:25:22,51,01
2017-12-03T16:25:52,51,31
2017-12-03T16:26:22,51,61
2017-12-03T16:26:52,51,91
2017-12-03T16:27:22,51,21
2017-12-03T16:27:52,51,51
2017-12-03T16:28:22,51,81
2017-12-03T16:28:52,51,11
2017-12-03T16:29:22,51,41
2017-12-03T16:29:52,51,71
2017-12-03T16:30:22,51,01
2017-12-03T16:30:52,51,31
2017-12-03T16:31:22,51,61
2017-12-03T16:31:52,51,91
2017-12-03T16:32:22,51,21
2017-12-03T16:32:52,51,51
2017-12-03T16:33:22,51,81
2017-12-03T16:33:52,51,11
2017-12-03T16:34:22,51,41
2017-12-03T16:34:52,51,71
2017-12-03T16:35:22,51,01
2017-12-03T16:35:52,51,31
2017-12-03T16:36:22,51,61
2017-12-03T16:36:52,51,91
2017-12-03T16:37:22,51,21
2017-12-03T16:37:52,51,51
2017-12-03T16:38:22,51,81
2017-12-03T16:38:52,51,11
2017-12-03T16:39:22,51,41
2017-12-03T16:39:52,51,71
2017-12-03T16:40:22,51,01
2017-12-03T16:40:52,51,31
2017-12-03T16:41:22,51,61
2017-12-03T16:41:52,51,91
2017-12-03T16:42:22,51,21
2017-12-03T16:42:52,51,51
2017-12-03T16:43:22,51,81
2017-12-03T16:43:52,51,11
2017-12-03T16:44:22,51,41
2017-12-03T16:44:52,51,71
2017-12-03T16:45:22,51,01
2017-12-03T16:45:52,51,31
2017-12-03T16:46:22,51,61
2017-12-03T16:46:52,51,91
2017-12-03T16:47:22,51,21
2017-12-03T16:47:52,51,51
2017-12-03T16:48:22,51,81
2017-12-03T16:48:52,51,11
2017-12-03T16:49:22,51,41
2017-12-03T16:49:52,51,71
2017-12-03T16:50:22,51,01
2017-12-03T16:50:52,51,31
2017-12-03T16:51:22,51,61
2017-12-03T16:51:52,51,91
2017-12-03T16:52:22,51,21
2017-12-03T16:52:52,51,51
2017-12-03T16:53:22,51,81
2017-12-03T16:53:52,51,11
2017-12-03T16:54:22,51,41
2017-12-03T16:54:52,51,71
2017-12-03T16:55:22,51,01
2017-12-03T16:55:52,51,31
2017-12-03T16:56:22,51,61
2017-12-03T16:56:52,51,91
2017-12-03T16:57:22,51,21
2017-12-03T16:57:52,51,51
2017-12-03T16:58:22,51,81
2017-12-03T16:58:52,51,11
2017-12-03T16:59:22,51,41
2017-12-03T16:59:52,51,71
2017-12-03T17:00:22,51,01
2017-12-03T17:00:52,51,31
2017-12-03T17:01:22,51,61
2017-12-03T17:01:52,51,91
2017-12-03T17:02:22,51,21
2017-12-03T17:02:52,51,51
2017-12-03T17:03:22,51,81
2017-12-03T17:03:52,51,11
2017-12-03T17:04:22,51,41
2017-12-03T17:04:52,51,71
2017-12-03T17:05:22,51,01
2017-12-03T17:05:52,51,31
2017-12-03T17:06:22,51,61
2017-12-03T17:06:52,51,91
2017-12-03T17:07:22,51,21
2017-12-03T17:07:52,51,51
2017-12-03T17:08:22,51,81
2017-12-03T17:08:52,51,11
2017-12-03T17:09:22,51,41
2017-12-03T17:09:52,51,71
2017-12-03T17:10:22,51,01
2017-12-03T17:10:52,51,31
2017-12-03T17:11:22,51,61
2017-12-03T17:11:52,51,91
2017-12-03T17:12:22,51,21
2017-12-03T17:12:52,51,51
2017-12-03T17:13:22,51,81
2017-12-03T17:13:52,51,11
2017-12-03T17:14:22,51,41
2017-12-03T17:14:52,51,71
2017-12-03T17:15:22,51,01
2017-12-03T17:15:52,51,31
2017-12-03T17:16:22,51,61
2017-12-03T17:16:52,51,91
2017-12-03T17:17:22,51,21
2017-12-03T17:17:52,51,51
2017-12-03T17:18:22,51,81
2017-12-03T17:18:52,51,11
2017-12-03T17:19:22,51,41
2017-12-03T17:19:52,51,71
2017-12-03T17:20:22,51,01
2017-12-03T17:20:52,51,31
2017-12-03T17:21:22,51,61
2017-12-03T17:21:52,51,91
2017-12-03T17:22:22,51,21
2017-12-03T17:22:52,51,51
2017-12-03T17:23:22,51,82
2017-12-03T17:23:52,51,12
2017-12-03T17:24:22,51,42
2017-12-03T17:24:52,51,72
2017-12-03T17:25:22,51,02
2017-12-03T17:25:52,51,32
2017-12-03T17:26:22,51,62
2017-12-03T17:26:52,51,92
2017-12-03T17:27:22,51,22
2017-12-03T17:27:52,51,52
2017-12-03T17:28:22,51,82
2017-12-03T17:28:52,51,12
2017-12-03T17:29:22,51,42
2017-12-03T17:29:52,51,72
2017-12-03T17:30:22,51,02
2017-12-03T17:30:52,51,32
2017-12-03T17:31:22,51,62
2017-12-03T17:31:52,51,92
2017-12-03T17:32:22,51,22
2017-12-03T17:32:52,51,52
2017-12-03T17:33:22,51,82
2017-12-03T17:33:52,51,12
2017-12-03T17:34:22,51,42
2017-12-03T17:34:52,51,72
2017-12-03T17:35:22,51,02
2017-12-03T17:35:52,51,32
2017-12-03T17:36:22,51,62
2017-12-03T17:36:52,51,92
2017-12-03T17:37:22,51,22
2017-12-03T17:37:52,51,52
2017-12-03T17:38:22,51,82
2017-12-03T17:38:52,51,12
2017-12-03T17:39:22,51,42
2017-12-03T17:39:52,51,72
2017-12-03T17:40:22,51,02
2017-12-03T17:40:52,51,32
2017-12-03T17:41:22,51,62
2017-12-03T17:41:52,51,92
2017-12-03T17:42:22,51,22
2017-12-03T17:42:52,51,52
2017-12-03T17:43:22,51,82
2017-12-03T17:43:52,51,12
2017-12-03T17:44:22,51,42
2017-12-03T17:44:52,51,72
2017-12-03T17:45:22,51,02
2017-12-03T17:45:52,51,32
2017-12-03T17:46:22,51,62
2017-12-03T17:46:52,51,92
2017-12-03T17:47:22,51,22
2017-12-03T17:47:52,51,52
2017-12-03T17:48:22,51,82
2017-12-03T17:48:52,51,12
2017-12-03T17:49:22,51,42
2017-12-03T17:49:52,51,72
2017-12-03T17:50:22,51,02
2017-12-03T17:50:53,51,32
2017-12-03T17:51:23,51,62
2017-12-03T17:51:53,51,92
2017-12-03T17:52:23,51,22
2017-12-03T17:52:53,51,52
2017-12-03T17:53:23,51,82
2017-12-03T17:53:53,51,12
2017-12-03T17:54:23,51,42
2017-12-03T17:54:53,51,72
2017-12-03T17:55:23,51,02
2017-12-03T17:55:53,51,32
2017-12-03T17:56:23,51,62
2017-12-03T17:56:53,51,92
2017-12-03T17:57:23,51,22
2017-12-03T17:57:53,51,52
2017-12-03T17:58:23,51,82
2017-12-03T17:58:53,51,12
2017-12-03T17:59:23,51,42
2017-12-03T17:59:53,51,72
2017-12-03T18:00:23,51,02
2017-12-03T18:00:53,51,32
2017-12-03T18:01:23,51,62
2017-12-03T18:01:53,51,92
2017-12-03T18:02:23,51,22
2017-12-03T18:02:53,51,52
2017-12-03T18:03:23,51,82
2017-12-03T18:03:53,51,12
2017-12-03T18:04:23,51,42
2017-12-03T18:04:53,51,72
2017-12-03T18:05:23,51,02
2017-12-03T18:05:53,51,32
2017-12-03T18:06:23,51,62
2017-12-03T18:06:53,51,92
2017-12-03T18:07:23,51,22
2017-12-03T18:07:53,51,52
2017-12-03T18:08:23,51,82
2017-12-03T18:08:53,51,12
2017-12-03T18:09:23,51,42
2017-12-03T18:09:53,51,72
2017-12-03T18:10:23,51,02
2017-12-03T18:10:53,51,32
2017-12-03T18:11:23,51,62
2017-12-03T18:11:53,51,92
2017-12-03T18:12:23,51,22
2017-12-03T18:12:53,51,52
2017-12-03T18:13:23,51,82
2017-12-03T18:13:53,51,12
2017-12-03T18:14:23,51,42
2017-12-03T18:14:53,51,72
2017-12-03T18:15:23,51,02
2017-12-03T18:15:53,51,32
2017-12-03T18:16:23,51,62
2017-12-03T18:16:53,51,92
2017-12-03T18:17:23,51,22
2017-12-03T18:17:53,51,52
2017-12-03T18:18:23,51,82
2017-12-03T18:18:53,51,12
2017-12-03T18:19:23,51,42
2017-12-03T18:19:53,51,72
2017-12-03T18:20:23,51,02
2017-12-03T18:20:53,51,32
2017-12-03T18:21:23,51,62
2017-12-03T18:21:53,51,92
2017-12-03T18:22:23,51,22
2017-12-03T18:22:53,51,52
2017-12-03T18:23:23,51,82
2017-12-03T18:23:53,51,12
2017-12-03T18:24:23,51,42
2017-12-03T18:24:53,51,72
2017-12-03T18:25:23,51,02
2017-12-03T18:25:53,51,32
2017-12-03T18:26:23,51,62
2017-12-03T18:26:53,51,92
2017-12-03T18:27:23,51,22
2017-12-03T18:27:53,51,52
2017-12-03T18:28:23,51,82
2017-12-03T18:28:53,51,12
2017-12-03T18:29:23,51,42
2017-12-03T18:29:53,51,72
2017-12-03T18:30:23,51,02
2017-12-03T18:30:53,51,32
2017-12-03T18:31:23,51,62
2017-12-03T18:31:53,51,92
2017-12-03T18:32:23,51,22
2017-12-03T18:32:53,51,52
2017-12-03T18:33:23,51,82
2017-12-03T18:33:53,51,12
2017-12-03T18:34:23,51,42
2017-12-03T18:34:53,51,72
2017-12-03T18:35:23,51,02
2017-12-03T18:35:53,51,32
2017-12-03T18:36:23,51,62
2017-12-03T18:36:53,51,92
2017-12-03T18:37:23,51,22
2017-12-03T18:37:53,51,52
2017-12-03T18:38:23,51,82
2017-12-03T18:38:53,51,12
2017-12-03T18:39:23,51,42
2017-12-03T18:39:53,51,72
2017-12-03T18:40:23,51,02
2017-12-03T18:40:53,51,32
2017-12-03T18:41:23,51,62
2017-12-03T18:41:53,51,92
2017-12-03T18:42:23,51,22
2017-12-03T18:42:53,51,52
2017-12-03T18:43:23,51,82
2017-12-03T18:43:53,51,12
2017-12-03T18:44:23,51,42
2017-12-03T18:44:53,51,72
2017-12-03T18:45:23,51,02
2017-12-03T18:45:53,51,32
2017-12-03T18:46:23,51,62
2017-12-03T18:46:53,51,92
2017-12-03T18:47:23,51,22
2017-12-03T18:47:53,51,52
2017-12-03T18:48:23,51,82
2017-12-03T18:48:53,51,12
2017-12-03T18:49:23,51,42
2017-12-03T18:49:53,51,72
2017-12-03T18:50:23,51,02
2017-12-03T18:50:53,51,32
2017-12-03T18:51:23,51,62
2017-12-03T18:51:53,51,92
2017-12-03T18:52:23,51,22
2017-12-03T18:52:53,51,52
2017-12-03T18:53:23,51,82
2017-12-03T18:53:53,51,12
2017-12-03T18:54:23,51,42
2017-12-03T18:54:53,51,72
2017-12-03T18:55:23,51,02
2017-12-03T18:55:53,51,32
2017-12-03T18:56:23,51,62
2017-12-03T18:56:53,51,92
2017-12-03T18:57:23,51,22
2017-12-03T18:57:53,51,52
2017-12-03T18:58:23,51,82
2017-12-03T18:58:53,51,12
2017-12-03T18:59:23,51,42
2017-12-03T18:59:53,51,72
2017-12-03T19:00:23,51,02
2017-12-03T19:00:53,51,32
2017-12-03T19:01:23,51,62
2017-12-03T19:01:53,51,92
2017-12-03T19:02:23,51,22
2017-12-03T19:02:53,51,52
2017-12-03T19:03:23,51,82
2017-12-03T19:03:53,51,12
2017-12-03T19:04:23,51,42
2017-12-03T19:04:53,51,72
2017-12-03T19:05:23,51,02
2017-12-03T19:05:53,51,32
2017-12-03T19:06:23,51,62
2017-12-03T19:06:53,51,92
2017-12-03T19:07:23,51,22
2017-12-03T19:07:53,51,52
2017-12-03T19:08:23,51,82
2017-12-03T19:08:53,51,12
2017-12-03T19:09:23,51,42
2017-12-03T19:09:53,51,72
2017-12-03T19:10:23,51,02
2017-12-03T19:10:53,51,32
2017-12-03T19:11:23,51,62
2017-12-03T19:11:53,51,92
