datetime,targetLatency,sourceLatency
2017-11-29T10:03:23,04,0
2017-11-29T10:03:53,19,0
2017-11-29T10:04:23,33,0
2017-11-29T10:04:53,46,0
2017-11-29T10:05:23,61,0
2017-11-29T10:05:53,75,0
2017-11-29T10:06:23,87,0
2017-11-29T10:06:53,00,0
2017-11-29T10:07:23,14,0
2017-11-29T10:07:53,28,0
2017-11-29T10:08:23,40,0
2017-11-29T10:08:53,54,0
2017-11-29T10:09:23,68,0
2017-11-29T10:09:53,81,0
2017-11-29T10:10:23,96,0
2017-11-30T10:59:09
2017-11-30T10:59:33,0,0
2017-11-30T11:00:04,0,0
2017-11-30T11:00:34,0,0
2017-11-30T11:01:04,0,0
2017-11-30T11:01:34,0,0
2017-11-30T11:02:08,0,0
2017-11-30T11:02:40,0,0
2017-11-30T11:03:11,0,0
2017-11-30T11:03:42,0,0
2017-11-30T11:04:13,0,0
2017-11-30T11:04:44,0,0
2017-11-30T11:05:15,0,0
2017-11-30T11:05:46,0,0
2017-11-30T11:06:17,0,0
2017-11-30T11:06:48,0,0
2017-11-30T11:07:20,0,0
2017-11-30T11:07:51,0,0
2017-11-30T11:08:22,0,0
2017-11-30T11:08:53,0,0
2017-11-30T11:09:24,0,0
2017-11-30T11:09:55,0,0
2017-11-30T11:10:26,0,0
2017-11-30T11:23:13
2017-11-30T11:23:35,0,0
2017-11-30T11:24:05,0,0
2017-11-30T11:24:35,0,0
2017-11-30T11:25:06,0,0
2017-11-30T11:25:37,0,0
2017-11-30T11:26:08,0,0
2017-11-30T11:26:39,0,0
2017-11-30T11:27:10,0,0
2017-11-30T11:27:41,0,0
2017-11-30T11:28:12,0,0
2017-11-30T11:28:24
2017-11-30T11:28:45,0,0
2017-11-30T11:29:15,0,0
2017-11-30T11:29:45,0,0
2017-11-30T11:36:02
2017-11-30T11:36:25,0,0
2017-11-30T11:36:55,0,0
2017-11-30T11:37:25,0,0
2017-11-30T11:37:55,0,0
2017-11-30T11:38:25,0,0
2017-11-30T11:39:00,0,0
2017-11-30T11:39:31,0,0
2017-11-30T11:40:03,0,0
2017-11-30T11:40:34,0,0
2017-11-30T11:41:05,0,0
2017-11-30T11:43:20
2017-11-30T11:43:42,0,0
2017-11-30T11:44:12,0,0
2017-11-30T11:44:42,0,0
2017-11-30T11:45:12,0,0
2017-11-30T11:45:43,0,0
2017-11-30T12:02:55
2017-11-30T12:03:18,0,0
2017-11-30T12:03:48,0,0
2017-11-30T12:04:18,0,0
2017-11-30T12:04:54,0,0
2017-11-30T12:05:25,0,0
2017-11-30T12:05:56,0,0
2017-11-30T12:06:27,0,0
2017-11-30T12:06:58,0,0
2017-11-30T12:07:29,0,0
2017-11-30T12:08:01,0,0
2017-11-30T12:10:07
2017-11-30T12:10:28,0,0
2017-11-30T12:10:58,0,0
2017-11-30T12:11:28,0,0
2017-11-30T12:11:59,0,0
2017-11-30T12:12:30,0,0
2017-11-30T12:13:01,0,0
2017-11-30T12:13:32,0,0
2017-11-30T12:14:04,0,0
2017-11-30T12:14:35,0,0
2017-11-30T12:15:06,0,0
2017-11-30T12:15:37,0,0
2017-11-30T12:16:08,0,0
2017-11-30T12:16:39,0,0
2017-11-30T12:17:10,0,0
2017-11-30T12:17:41,0,0
2017-11-30T12:18:12,0,0
2017-11-30T12:18:43,0,0
2017-11-30T12:19:15,0,0
2017-11-30T12:19:46,0,0
2017-11-30T12:20:17,0,0
2017-11-30T12:20:48,0,0
2017-11-30T12:21:19,0,0
2017-11-30T12:21:50,0,0
2017-11-30T12:22:21,0,0
2017-11-30T12:22:52,0,0
2017-11-30T12:23:23,0,0
2017-11-30T12:23:54,0,0
2017-11-30T12:24:25,0,0
2017-11-30T12:24:56,0,0
2017-11-30T12:25:28,0,0
2017-11-30T12:25:59,0,0
2017-11-30T12:26:30,0,0
2017-11-30T12:27:01,0,0
2017-11-30T12:27:32,0,0
2017-11-30T12:28:03,0,0
2017-11-30T12:28:34,0,0
2017-11-30T12:29:05,0,0
2017-11-30T12:29:36,0,0
2017-11-30T12:30:07,0,0
2017-11-30T12:30:38,0,0
2017-11-30T12:31:09,0,0
2017-11-30T12:31:40,0,0
2017-11-30T12:32:11,0,0
2017-11-30T12:32:42,0,0
2017-11-30T12:33:13,0,0
2017-11-30T12:33:45,0,0
2017-11-30T12:34:16,0,0
2017-11-30T12:34:47,0,0
2017-11-30T12:35:18,0,0
2017-11-30T12:35:49,0,0
2017-11-30T12:36:20,0,0
2017-11-30T12:36:51,0,0
2017-11-30T12:37:22,0,0
2017-11-30T12:37:53,0,0
2017-11-30T12:38:24,0,0
2017-11-30T12:38:55,0,0
2017-11-30T12:39:26,0,0
2017-11-30T12:39:57,0,0
2017-11-30T12:40:28,0,0
2017-11-30T12:40:59,0,0
2017-11-30T12:41:30,0,0
2017-11-30T12:42:01,0,0
2017-11-30T12:42:32,0,0
2017-11-30T12:43:04,0,0
2017-11-30T12:43:35,0,0
2017-11-30T12:44:06,0,0
2017-11-30T12:44:37,0,0
2017-11-30T12:45:08,0,0
2017-11-30T12:45:39,0,0
2017-11-30T14:16:49
2017-11-30T14:17:11,0,0
2017-11-30T14:17:41,0,0
2017-11-30T14:18:11,0,0
2017-11-30T14:18:47,0,0
2017-11-30T14:19:18,0,0
2017-11-30T14:19:49,3,0
2017-11-30T14:20:20,2,0
2017-11-30T14:20:51,0,0
2017-11-30T14:21:22,1,0
2017-11-30T14:21:55,2,0
2017-11-30T14:22:28,4,0
2017-11-30T14:23:01,0,0
2017-11-30T14:23:33,0,0
2017-11-30T14:24:05,2,0
2017-11-30T14:24:37,1,0
2017-11-30T14:25:10,1,0
2017-11-30T14:25:42,0,0
2017-11-30T14:26:14,2,0
2017-11-30T14:26:45,1,0
2017-11-30T14:27:16,0,0
2017-11-30T14:27:48,2,0
2017-11-30T14:28:20,0,0
2017-11-30T14:28:52,1,0
2017-11-30T14:29:24,4,0
2017-11-30T14:29:55,1,0
2017-11-30T14:30:26,5,0
2017-11-30T14:30:57,1,0
2017-11-30T14:31:29,4,0
2017-11-30T14:32:00,5,0
2017-11-30T14:32:31,1,0
2017-11-30T14:33:03,2,0
2017-11-30T14:33:35,1,0
2017-11-30T14:34:08,12,0
2017-11-30T14:34:43,0,0
2017-11-30T14:35:17,0,0
2017-11-30T14:35:52,0,0
2017-11-30T14:36:26,0,0
2017-11-30T14:36:56,0,0
2017-11-30T14:37:26,0,0
2017-11-30T14:37:56,0,0
2017-11-30T14:38:26,0,0
2017-11-30T14:38:56,0,0
2017-11-30T14:39:26,0,0
2017-11-30T14:39:56,0,0
2017-11-30T14:40:26,0,0
2017-11-30T14:40:56,0,0
2017-11-30T14:41:26,0,0
2017-11-30T14:41:56,0,0
2017-11-30T14:42:26,0,0
2017-11-30T14:42:56,0,0
2017-11-30T14:43:26,0,0
2017-11-30T14:43:56,0,0
2017-11-30T14:44:10
2017-11-30T14:44:31,0,0
2017-11-30T14:45:01,0,0
2017-11-30T14:45:31,0,0
2017-11-30T14:46:03,6,0
2017-11-30T14:46:33,5,0
2017-11-30T14:47:05,0,0
2017-11-30T14:47:37,1,0
2017-11-30T14:48:10,3,0
2017-11-30T14:48:42,0,0
2017-11-30T14:49:16,0,0
2017-11-30T14:49:48,0,0
2017-11-30T14:50:20,1,0
2017-11-30T14:50:53,2,0
2017-11-30T14:51:25,0,0
2017-11-30T14:51:59,0,0
2017-11-30T14:52:34,0,0
2017-11-30T14:53:06,6,0
2017-11-30T14:53:36,2,0
2017-11-30T14:54:08,3,0
2017-11-30T14:54:39,2,0
2017-11-30T14:55:12,2,0
2017-11-30T14:55:44,0,0
2017-11-30T14:56:16,5,0
2017-11-30T14:56:48,5,0
2017-11-30T14:57:21,0,0
2017-11-30T14:57:54,0,0
2017-11-30T14:58:24,1,0
2017-11-30T14:58:57,4,0
2017-11-30T14:59:29,2,0
2017-11-30T15:00:03,0,0
2017-11-30T15:00:37,0,0
2017-11-30T15:01:13,0,0
2017-11-30T15:01:46,9,0
2017-11-30T15:02:21,0,0
2017-11-30T15:02:51,75,0
2017-11-30T15:03:21,0,0
2017-11-30T15:03:51,0,0
2017-11-30T15:04:21,0,0
2017-11-30T15:04:51,0,0
2017-11-30T15:05:21,0,0
2017-11-30T15:05:51,0,0
2017-11-30T15:06:21,0,0
2017-11-30T15:06:51,0,0
2017-11-30T15:07:21,0,0
2017-11-30T15:07:51,0,0
2017-11-30T15:08:21,0,0
2017-11-30T15:08:51,0,0
2017-11-30T15:09:21,0,0
2017-11-30T15:09:51,0,0
2017-11-30T15:10:21,0,0
2017-11-30T15:10:51,0,0
2017-11-30T15:11:21,0,0
2017-11-30T15:11:51,0,0
2017-11-30T15:12:21,0,0
2017-11-30T15:12:51,0,0
2017-11-30T15:13:21,0,0
2017-11-30T15:13:51,0,0
2017-11-30T15:14:21,0,0
2017-11-30T15:14:51,0,0
2017-11-30T15:15:21,0,0
2017-11-30T15:15:51,0,0
2017-11-30T15:16:21,0,0
2017-11-30T15:16:51,0,0
2017-11-30T15:17:21,0,0
2017-11-30T15:17:51,0,0
2017-11-30T15:18:21,0,0
2017-11-30T15:18:51,0,0
2017-11-30T15:19:21,0,0
2017-11-30T15:19:51,0,0
2017-11-30T15:20:21,0,0
2017-11-30T15:20:51,0,0
2017-11-30T15:21:21,0,0
2017-11-30T15:21:51,0,0
2017-11-30T15:22:22,0,0
2017-11-30T15:22:52,0,0
2017-11-30T15:23:22,0,0
2017-11-30T15:23:52,0,0
2017-11-30T15:24:22,0,0
2017-11-30T15:24:52,0,0
2017-11-30T15:25:22,0,0
2017-11-30T15:25:52,0,0
2017-11-30T15:26:22,0,0
2017-11-30T15:26:52,0,0
2017-11-30T15:27:22,0,0
2017-11-30T15:27:52,0,0
2017-11-30T15:28:22,0,0
2017-11-30T15:28:52,0,0
2017-11-30T15:29:22,0,0
2017-11-30T15:29:52,0,0
2017-11-30T15:30:22,0,0
2017-11-30T15:30:52,0,0
2017-11-30T15:31:22,0,0
2017-11-30T15:31:52,0,0
2017-11-30T15:32:22,0,0
2017-11-30T15:32:52,0,0
2017-11-30T15:33:22,0,0
2017-11-30T15:33:52,0,0
2017-11-30T15:34:22,0,0
2017-11-30T15:34:52,0,0
2017-11-30T15:35:22,0,0
2017-11-30T15:35:52,0,0
2017-11-30T15:36:22,0,0
2017-11-30T15:36:52,0,0
2017-11-30T15:37:22,0,0
2017-11-30T15:37:52,0,0
2017-11-30T15:38:22,0,0
2017-11-30T15:38:52,0,0
2017-11-30T15:39:22,0,0
2017-11-30T15:39:52,0,0
2017-11-30T15:40:22,0,0
2017-11-30T15:40:52,0,0
2017-11-30T15:41:22,0,0
2017-11-30T15:41:52,0,0
2017-11-30T15:42:22,0,0
2017-11-30T15:42:52,0,0
2017-11-30T15:43:22,0,0
2017-11-30T15:43:52,0,0
2017-11-30T15:44:22,0,0
2017-11-30T15:44:52,0,0
2017-11-30T15:45:22,0,0
2017-11-30T15:45:52,0,0
2017-11-30T15:46:22,0,0
2017-11-30T15:46:52,0,0
2017-11-30T15:47:22,0,0
2017-11-30T15:47:52,0,0
2017-11-30T15:48:22,0,0
2017-11-30T15:48:52,0,0
2017-11-30T15:49:22,0,0
2017-11-30T15:49:52,0,0
2017-11-30T15:50:22,0,0
2017-11-30T15:50:52,0,0
2017-11-30T15:51:22,0,0
2017-11-30T15:51:52,0,0
2017-11-30T15:52:22,0,0
2017-11-30T15:52:52,0,0
2017-11-30T15:53:22,0,0
2017-11-30T15:53:52,0,0
2017-11-30T15:54:22,0,0
2017-11-30T15:54:52,0,0
2017-11-30T15:55:22,0,0
2017-11-30T15:55:52,0,0
2017-11-30T15:56:22,0,0
2017-11-30T15:56:52,0,0
2017-11-30T17:00:17
2017-11-30T17:00:40,0,0
2017-11-30T17:01:10,0,0
2017-11-30T17:01:40,0,0
2017-11-30T17:02:10,0,0
2017-11-30T17:02:40,0,0
2017-11-30T17:03:15,0,1
2017-11-30T17:03:49,5,0
2017-11-30T17:04:20,2,0
2017-11-30T17:04:54,0,0
2017-11-30T17:05:25,0,2
2017-11-30T17:05:58,0,0
2017-11-30T17:06:31,0,0
2017-11-30T17:07:03,0,0
2017-11-30T17:07:34,1,0
2017-11-30T17:08:05,0,1
2017-11-30T17:08:37,2,0
2017-11-30T17:09:09,0,0
2017-11-30T17:09:39,1,0
2017-11-30T17:10:11,0,2
2017-11-30T17:10:42,1,0
2017-11-30T17:11:13,1,0
2017-11-30T17:11:45,2,0
2017-11-30T17:12:15,0,1
2017-11-30T17:12:48,6,0
2017-11-30T17:13:20,2,0
2017-11-30T17:13:53,0,0
2017-11-30T17:14:25,2,1
2017-11-30T17:14:57,0,0
2017-11-30T17:15:28,0,0
2017-11-30T17:16:00,1,0
2017-11-30T17:16:32,0,0
2017-11-30T17:17:05,0,0
2017-11-30T17:17:36,0,1
2017-11-30T17:18:09,0,0
2017-11-30T17:18:43,2,0
2017-11-30T17:19:14,0,0
2017-11-30T17:19:49,1,0
2017-11-30T17:20:19,0,2
2017-11-30T17:20:50,0,0
2017-11-30T17:21:20,2,0
2017-11-30T17:21:50,0,0
2017-11-30T17:22:20,2,0
2017-11-30T17:22:50,0,0
2017-11-30T17:23:20,2,0
2017-11-30T17:23:50,0,0
2017-11-30T17:24:20,0,2
2017-11-30T17:24:50,0,0
2017-11-30T17:25:20,2,0
2017-11-30T17:25:50,0,0
2017-11-30T17:26:20,2,0
2017-11-30T17:26:50,0,0
2017-11-30T17:27:20,0,2
2017-11-30T17:27:50,0,0
2017-11-30T17:28:20,2,0
2017-11-30T17:28:50,0,0
2017-11-30T17:29:20,2,0
2017-11-30T17:29:50,0,0
2017-11-30T17:30:20,2,0
2017-11-30T17:30:50,0,0
2017-11-30T17:31:20,0,2
2017-11-30T17:31:50,0,0
2017-11-30T17:32:20,2,0
2017-11-30T17:32:50,0,0
2017-11-30T17:33:20,2,0
2017-11-30T17:33:50,0,0
2017-11-30T17:34:20,0,2
2017-11-30T17:34:50,0,0
2017-11-30T17:35:20,2,0
2017-11-30T17:35:50,0,0
2017-11-30T17:36:20,2,0
2017-11-30T17:36:50,0,0
2017-11-30T17:37:20,0,2
2017-11-30T17:37:50,0,0
2017-11-30T17:38:20,2,0
2017-11-30T17:38:50,0,0
2017-11-30T17:39:20,0,2
2017-11-30T17:39:51,0,0
2017-11-30T17:40:21,0,2
2017-11-30T17:40:51,3,0
2017-11-30T17:41:21,6,21
2017-11-30T17:41:51,11,45
2017-11-30T17:42:21,11,72
2017-11-30T17:42:51,10,00
2017-11-30T17:43:21,16,21
2017-11-30T17:43:51,16,48
2017-11-30T17:44:21,14,76
2017-11-30T17:44:51,21,96
2017-11-30T17:45:21,21,24
2017-11-30T17:45:51,20,52
2017-11-30T17:46:21,24,75
2017-11-30T17:46:51,23,04
2017-11-30T17:47:21,20,31
2017-11-30T17:47:51,19,59
2017-11-30T17:48:21,19,86
2017-11-30T17:48:51,25,07
2017-11-30T17:49:21,24,35
2017-11-30T17:49:51,23,62
2017-11-30T17:50:21,26,87
2017-11-30T17:50:51,27,13
2017-11-30T17:51:21,26,41
2017-11-30T17:51:51,25,69
2017-11-30T17:52:21,29,92
2017-11-30T17:52:51,29,18
2017-11-30T17:53:21,28,46
2017-11-30T17:53:51,32,69
2017-11-30T17:54:21,38,92
2017-11-30T17:54:51,36,20
2017-11-30T17:55:21,34,48
2017-11-30T17:55:51,37,73
2017-11-30T17:56:21,37,98
2017-11-30T17:56:51,35,27
2017-11-30T17:57:21,34,55
2017-11-30T17:57:51,37,80
2017-11-30T17:58:21,36,06
2017-11-30T17:58:51,35,33
2017-11-30T17:59:21,36,58
2017-11-30T17:59:51,41,80
2017-11-30T18:00:21,42,06
2017-11-30T18:00:51,42,33
2017-11-30T18:01:21,47,56
2017-11-30T18:01:51,47,83
2017-11-30T18:02:21,46,11
2017-11-30T18:02:51,49,35
2017-11-30T18:03:21,50,62
2017-11-30T18:03:51,49,90
2017-11-30T18:04:21,50,16
2017-11-30T18:04:51,52,40
2017-11-30T18:05:21,52,66
2017-11-30T18:05:51,50,94
2017-11-30T18:06:21,56,15
2017-11-30T18:06:51,55,42
2017-11-30T18:07:21,53,70
2017-11-30T18:07:51,54,96
2017-11-30T18:08:21,56,21
2017-11-30T18:08:51,55,49
2017-11-30T18:09:21,53,78
2017-11-30T18:09:51,56,03
2017-11-30T18:10:21,57,28
2017-11-30T18:10:51,57,56
2017-11-30T18:11:21,55,85
2017-11-30T18:11:51,60,08
2017-11-30T18:12:21,61,34
2017-11-30T18:12:51,61,62
2017-11-30T18:13:21,61,89
2017-11-30T18:13:51,65,10
2017-11-30T18:14:21,65,37
2017-11-30T18:14:51,63,64
2017-11-30T18:15:21,65,89
2017-11-30T18:15:51,66,15
2017-11-30T18:16:21,65,43
2017-11-30T18:16:51,68,68
2017-11-30T18:17:21,69,94
2017-11-30T18:17:51,69,22
2017-11-30T18:18:21,67,50
2017-11-30T18:18:51,70,75
2017-11-30T18:19:21,71,02
2017-11-30T18:19:51,70,30
2017-11-30T18:20:21,71,56
2017-11-30T18:20:51,74,80
2017-11-30T18:21:21,74,07
2017-11-30T18:21:51,76,33
2017-11-30T18:22:21,78,58
2017-11-30T18:22:51,76,86
2017-11-30T18:23:21,76,13
2017-11-30T18:23:51,79,37
2017-11-30T18:24:21,76,65
2017-11-30T18:24:51,74,93
2017-11-30T18:25:21,72,22
2017-11-30T18:25:51,76,45
2017-11-30T18:26:21,76,73
2017-11-30T18:26:51,75,01
2017-11-30T18:27:21,78,26
2017-11-30T18:27:51,79,52
2017-11-30T18:28:21,79,80
2017-11-30T18:28:51,77,09
2017-11-30T18:29:21,81,32
2017-11-30T18:29:51,85,56
2017-11-30T18:30:21,85,83
2017-11-30T18:30:51,87,09
2017-11-30T18:31:21,89,34
2017-11-30T18:31:51,89,61
2017-11-30T18:32:21,91,87
2017-11-30T18:32:51,92,13
2017-11-30T18:33:21,93,40
2017-11-30T18:33:51,92,68
2017-11-30T18:34:21,93,92
2017-11-30T18:34:51,94,19
2017-11-30T18:35:21,93,48
2017-11-30T18:35:51,92,76
2017-11-30T18:36:21,95,00
2017-11-30T18:36:51,96,26
2017-11-30T18:37:21,95,55
2017-11-30T18:37:51,97,81
2017-11-30T18:38:21,98,06
2017-11-30T18:38:51,99,34
2017-11-30T18:39:21,99,61
2017-11-30T18:39:51,05,82
2017-11-30T18:40:21,06,08
2017-11-30T18:40:51,06,36
2017-11-30T18:41:21,05,64
2017-11-30T18:41:51,09,88
2017-11-30T18:42:21,09,15
2017-11-30T18:42:51,08,43
2017-11-30T18:43:21,10,69
2017-11-30T18:43:51,14,91
2017-11-30T18:44:21,13,17
2017-11-30T18:44:51,15,42
2017-11-30T18:45:21,21,62
2017-11-30T18:45:51,20,91
2017-11-30T18:46:21,20,18
2017-11-30T18:46:51,25,41
2017-11-30T18:47:21,24,69
2017-11-30T18:47:51,24,97
2017-11-30T18:48:21,24,24
2017-11-30T18:48:51,27,48
2017-11-30T18:49:21,28,74
2017-11-30T18:49:51,28,01
2017-11-30T18:50:21,30,27
2017-11-30T18:50:51,31,53
2017-11-30T18:51:21,31,80
2017-11-30T18:51:51,35,03
2017-11-30T18:52:21,37,29
2017-11-30T18:52:51,36,57
2017-11-30T18:53:21,36,85
2017-11-30T18:53:51,40,09
2017-11-30T18:54:21,40,36
2017-11-30T18:54:51,40,64
2017-11-30T18:55:21,39,93
2017-11-30T18:55:51,41,19
2017-11-30T18:56:21,42,44
2017-11-30T18:56:51,44,69
2017-11-30T18:57:21,51,89
2017-11-30T18:57:51,54,13
2017-11-30T18:58:21,55,38
2017-11-30T18:58:51,56,63
2017-11-30T18:59:21,54,91
2017-11-30T18:59:51,58,14
2017-11-30T19:00:21,59,40
2017-11-30T19:00:51,59,68
2017-11-30T19:01:21,58,96
2017-11-30T19:01:51,59,23
2017-11-30T19:02:21,64,44
2017-11-30T19:02:51,63,70
2017-11-30T19:03:21,62,98
2017-11-30T19:03:51,68,18
2017-11-30T19:04:21,70,42
2017-11-30T19:04:51,69,69
2017-11-30T19:05:21,67,97
2017-11-30T19:05:51,72,20
2017-11-30T19:06:21,72,48
2017-11-30T19:06:51,72,75
2017-11-30T19:07:21,75,00
2017-11-30T19:07:51,75,27
2017-11-30T19:08:21,74,55
2017-11-30T19:08:51,73,82
2017-11-30T19:09:21,75,07
2017-11-30T19:09:51,76,34
2017-11-30T19:10:21,76,62
2017-11-30T19:10:51,73,90
2017-11-30T19:11:21,75,14
2017-11-30T19:11:51,77,41
2017-11-30T19:12:21,76,68
2017-11-30T19:12:51,79,91
2017-11-30T19:13:21,77,19
2017-11-30T19:13:51,77,48
2017-11-30T19:14:21,76,76
2017-11-30T19:14:51,79,00
2017-11-30T19:15:21,80,27
2017-11-30T19:15:51,80,54
2017-11-30T19:16:21,83,78
2017-11-30T19:16:51,83,05
2017-11-30T19:17:21,83,33
2017-11-30T19:17:51,83,60
2017-11-30T19:18:21,87,84
2017-11-30T19:18:51,87,12
2017-11-30T19:19:21,85,40
2017-11-30T19:19:51,85,67
2017-11-30T19:20:21,84,93
2017-11-30T19:20:51,84,20
2017-11-30T19:21:21,81,47
2017-11-30T19:21:51,83,71
2017-11-30T19:22:21,82,98
2017-11-30T19:22:51,82,26
2017-11-30T19:23:21,86,50
2017-11-30T19:23:51,89,74
2017-11-30T19:24:21,88,02
2017-11-30T19:24:51,87,30
2017-11-30T19:25:21,90,55
2017-11-30T19:25:51,90,82
2017-11-30T19:26:21,90,10
2017-11-30T19:26:51,92,35
2017-11-30T19:27:21,93,61
2017-11-30T19:27:51,91,89
2017-11-30T19:28:21,89,17
2017-11-30T19:28:51,89,42
2017-11-30T19:29:21,89,67
2017-11-30T19:29:51,86,95
2017-11-30T19:30:21,84,24
2017-11-30T19:30:51,87,46
2017-11-30T19:31:21,85,74
2017-11-30T19:31:51,84,02
2017-11-30T19:32:21,90,24
2017-11-30T19:32:51,93,47
2017-11-30T19:33:21,94,73
2017-11-30T19:33:51,96,98
2017-11-30T19:34:21,98,23
2017-11-30T19:34:51,99,51
2017-11-30T19:35:21,98,79
2017-11-30T19:35:51,02,02
2017-11-30T19:36:21,03,29
2017-11-30T19:36:51,02,57
2017-11-30T19:37:21,02,85
2017-11-30T19:37:51,07,09
2017-11-30T19:38:21,06,37
2017-11-30T19:38:51,04,65
2017-11-30T19:39:21,04,93
2017-11-30T19:39:51,07,18
2017-11-30T19:40:21,07,45
2017-11-30T19:40:51,07,72
2017-11-30T19:41:21,05,01
2017-11-30T19:41:51,08,25
2017-11-30T19:42:21,09,52
2017-11-30T19:42:51,08,80
2017-11-30T19:43:21,09,07
2017-11-30T19:43:51,11,32
2017-11-30T19:44:21,13,58
2017-11-30T19:44:51,12,86
2017-11-30T19:45:21,14,11
2017-11-30T19:45:51,15,37
2017-11-30T19:46:21,17,64
2017-11-30T19:46:51,16,91
2017-11-30T19:47:21,22,12
2017-11-30T19:47:51,25,37
2017-11-30T19:48:21,26,63
2017-11-30T19:48:51,28,89
2017-11-30T19:49:21,29,15
2017-11-30T19:49:51,30,42
2017-11-30T19:50:21,29,70
2017-11-30T19:50:51,33,93
2017-11-30T19:51:21,35,19
2017-11-30T19:51:51,35,46
2017-11-30T19:52:21,35,73
2017-11-30T19:52:51,38,98
2017-11-30T19:53:21,40,23
2017-11-30T19:53:51,41,50
2017-11-30T19:54:21,47,71
2017-11-30T19:54:51,49,96
2017-11-30T19:55:21,49,21
2017-11-30T19:55:51,48,49
2017-11-30T19:56:21,53,70
2017-11-30T19:56:51,55,95
2017-11-30T19:57:21,55,23
2017-11-30T19:57:51,56,49
2017-11-30T19:58:21,58,75
2017-11-30T19:58:51,58,03
2017-11-30T19:59:21,58,30
2017-11-30T19:59:51,64,51
2017-11-30T20:00:21,65,78
2017-11-30T20:00:51,64,06
2017-11-30T20:01:21,66,32
2017-11-30T20:01:51,67,58
2017-11-30T20:02:21,68,85
2017-11-30T20:02:51,68,12
2017-11-30T20:03:21,71,36
2017-11-30T20:03:51,73,61
2017-11-30T20:04:21,73,89
2017-11-30T20:04:51,77,12
2017-11-30T20:05:21,77,39
2017-11-30T20:05:51,77,66
2017-11-30T20:06:21,77,93
2017-11-30T20:06:51,77,18
2017-11-30T20:07:21,75,46
2017-11-30T20:07:51,73,74
2017-11-30T20:08:21,75,98
2017-11-30T20:08:51,75,24
2017-11-30T20:09:21,75,50
2017-11-30T20:09:51,79,74
2017-11-30T20:10:21,82,99
2017-11-30T20:10:51,81,26
2017-11-30T20:11:21,83,52
2017-11-30T20:11:51,89,74
2017-11-30T20:12:22,90,00
2017-11-30T20:12:52,90,27
2017-11-30T20:13:22,92,52
2017-11-30T20:13:52,93,78
2017-11-30T20:14:22,93,06
2017-11-30T20:14:52,94,32
2017-11-30T20:15:22,96,57
2017-11-30T20:15:52,96,85
2017-11-30T20:16:22,96,12
2017-11-30T20:16:52,99,37
2017-11-30T20:17:22,99,64
2017-11-30T20:17:52,99,91
2017-11-30T20:18:22,01,16
2017-11-30T20:18:52,02,42
2017-11-30T20:19:22,03,69
2017-11-30T20:19:52,06,94
2017-11-30T20:20:22,09,18
2017-11-30T20:20:52,09,45
2017-11-30T20:21:22,11,69
2017-11-30T20:21:52,12,94
2017-11-30T20:22:22,12,22
2017-11-30T20:22:52,11,50
2017-11-30T20:23:22,14,74
2017-11-30T20:23:52,15,00
2017-11-30T20:24:22,14,27
2017-11-30T20:24:52,17,50
2017-11-30T20:25:22,21,72
2017-11-30T20:25:52,20,99
2017-11-30T20:26:22,18,27
2017-11-30T20:26:52,19,51
2017-11-30T20:27:22,20,78
2017-11-30T20:27:52,19,06
2017-11-30T20:28:22,21,31
2017-11-30T20:28:52,23,57
2017-11-30T20:29:22,23,85
2017-11-30T20:29:52,24,10
2017-11-30T20:30:22,24,36
2017-11-30T20:30:52,24,63
2017-11-30T20:31:22,26,89
2017-11-30T20:31:52,28,14
2017-11-30T20:32:22,28,41
2017-11-30T20:32:52,27,69
2017-11-30T20:33:22,30,91
2017-11-30T20:33:52,30,16
2017-11-30T20:34:22,29,43
2017-11-30T20:34:52,33,65
2017-11-30T20:35:22,32,92
2017-11-30T20:35:52,30,20
2017-11-30T20:36:22,30,45
2017-11-30T20:36:52,30,71
2017-11-30T20:37:22,28,98
2017-11-30T20:37:52,33,22
2017-11-30T20:38:22,36,45
2017-11-30T20:38:52,37,73
2017-11-30T20:39:22,40,97
2017-11-30T20:39:52,42,22
2017-11-30T20:40:22,42,50
2017-11-30T20:40:52,42,76
2017-11-30T20:41:22,42,01
2017-11-30T20:41:52,42,28
2017-11-30T20:42:22,41,56
2017-11-30T20:42:52,45,80
2017-11-30T20:43:22,46,06
2017-11-30T20:43:52,46,34
2017-11-30T20:44:22,50,58
2017-11-30T20:44:52,52,83
2017-11-30T20:45:22,51,11
2017-11-30T20:45:52,56,34
2017-11-30T20:46:22,58,58
2017-11-30T20:46:52,59,83
2017-11-30T20:47:22,65,04
2017-11-30T20:47:52,67,29
2017-11-30T20:48:22,68,54
2017-11-30T20:48:52,73,77
2017-11-30T20:49:22,75,02
2017-11-30T20:49:52,76,29
2017-11-30T20:50:22,78,54
2017-11-30T20:50:52,79,80
2017-11-30T20:51:22,79,07
2017-11-30T20:51:52,83,31
2017-11-30T20:52:22,86,56
2017-11-30T20:52:52,86,83
2017-11-30T20:53:22,87,09
2017-11-30T20:53:52,89,34
2017-11-30T20:54:22,87,62
2017-11-30T20:54:52,86,88
2017-11-30T20:55:22,91,10
2017-11-30T20:55:52,93,35
2017-11-30T20:56:22,96,60
2017-11-30T20:56:52,97,85
2017-11-30T20:57:22,96,12
2017-11-30T20:57:52,95,39
2017-11-30T20:58:22,98,64
2017-11-30T20:58:44
2017-11-30T20:59:07,0,0
